,Unnamed: 0,id,title,subcategories,abstract,doi,created,updated,authors,main_categories
37,78,1405.0713,further result on acyclic chromatic index of planar graphs,"['math.co', 'cs.dm']","an acyclic edge coloring of a graph $g$ is a proper edge coloring such that every cycle is colored with at least three colors. the acyclic chromatic index $\chiup_{a}'(g)$ of a graph $g$ is the least number of colors in an acyclic edge coloring of $g$. it was conjectured that $\chiup'_{a}(g)\leq \delta(g) + 2$ for any simple graph $g$ with maximum degree $\delta(g)$. in this paper, we prove that every planar graph $g$ admits an acyclic edge coloring with $\delta(g) + 6$ colors.",10.1016/j.dam.2015.07.015,5/4/2014,8/25/2015,"['wang', 'zhang']",['cs']
38,8,911.2746,model selection: two fundamental measures of coherence and their   algorithmic significance,"['cs.it', 'math.it', 'math.st', 'stat.th']","the problem of model selection arises in a number of contexts, such as compressed sensing, subset selection in linear regression, estimation of structures in graphical models, and signal denoising. this paper generalizes the notion of \emph{incoherence} in the existing literature on model selection and introduces two fundamental measures of coherence---termed as the worst-case coherence and the average coherence---among the columns of a design matrix. in particular, it utilizes these two measures of coherence to provide an in-depth analysis of a simple one-step thresholding (ost) algorithm for model selection. one of the key insights offered by the ensuing analysis is that ost is feasible for model selection as long as the design matrix obeys an easily verifiable property. in addition, the paper also characterizes the model-selection performance of ost in terms of the worst-case coherence, \mu, and establishes that ost performs near-optimally in the low signal-to-noise ratio regime for n x c design matrices with \mu = o(n^{-1/2}). finally, in contrast to some of the existing literature on model selection, the analysis in the paper is nonasymptotic in nature, it does not require knowledge of the true model order, it is applicable to generic (random or deterministic) design matrices, and it neither requires submatrices of the design matrix to have full rank, nor does it assume a statistical prior on the values of the nonzero entries of the data vector.",10.1109/isit.2010.5513474,11/15/2009,4/29/2010,"['bajwa', 'calderbank', 'jafarpour']",['math']
39,98,1409.8061,a new dof upper bound and its achievability for $k$-user mimo y channels,"['cs.it', 'math.it']","this work is to study the degrees of freedom (dof) for the $k$-user mimo y channel. previously, two transmission frameworks have been proposed for the dof analysis when $n \geq 2m$, where $m$ and $n$ denote the number of antennas at each source node and the relay node respectively. the first method is named as signal group based alignment proposed by hua et al. in [1]. the second is named as signal pattern approach introduced by wang et al. in [2]. but both of them only studied certain antenna configurations. the maximum achievable dof in the general case still remains unknown. in this work, we first derive a new upper bound of the dof using the genie-aided approach. then, we propose a more general transmission framework, generalized signal alignment (gsa), and show that the previous two methods are both special cases of gsa. with gsa, we prove that the new dof upper bound is achievable when $\frac{n}{m} \in \left(0,2+\frac{4}{k(k-1)}\right] \cup \left[k-2, +\infty\right)$. the dof analysis in this paper provides a major step forward towards the fundamental capacity limit of the $k$-user mimo y channel. it also offers a new approach of integrating interference alignment with physical layer network coding.",10.1109/icc.2015.7249109,9/29/2014,10/11/2014,"['liu', 'tao']",['cs']
40,4,903.0197,rotation distance is fixed-parameter tractable,['cs.ds'],"rotation distance between trees measures the number of simple operations it takes to transform one tree into another. there are no known polynomial-time algorithms for computing rotation distance. in the case of ordered rooted trees, we show that the rotation distance between two ordered trees is fixed-parameter tractable, in the parameter, k, the rotation distance. the proof relies on the kernalization of the initial trees to trees with size bounded by 7k.",,3/1/2009,,"['cleary', 'john']",['math']
41,83,1407.4723,toward selectivity based keyword extraction for croatian news,"['cs.cl', 'cs.ir', 'cs.si']","preliminary report on network based keyword extraction for croatian is an unsupervised method for keyword extraction from the complex network. we build our approach with a new network measure the node selectivity, motivated by the research of the graph based centrality approaches. the node selectivity is defined as the average weight distribution on the links of the single node. we extract nodes (keyword candidates) based on the selectivity value. furthermore, we expand extracted nodes to word-tuples ranked with the highest in/out selectivity values. selectivity based extraction does not require linguistic knowledge while it is purely derived from statistical and structural information en-compassed in the source text which is reflected into the structure of the network. obtained sets are evaluated on a manually annotated keywords: for the set of extracted keyword candidates average f1 score is 24,63%, and average f2 score is 21,19%; for the exacted words-tuples candidates average f1 score is 25,9% and average f2 score is 24,47%.",,7/17/2014,,"['beliga', 'meštrović', 'martinčić-ipšić']",['cs']
42,90,1408.1025,stable throughput region of cognitive-relay networks with imperfect   sensing and finite relaying buffer,['cs.ni'],"in this letter, we obtain the stable throughput region for a cognitive relaying scheme with a finite relaying buffer and imperfect sensing. the analysis investigates the effect of the secondary user's finite relaying capabilities under different scenarios of primary, secondary and relaying links outages. furthermore, we demonstrate the effect of miss detection and false alarm probabilities on the achievable throughput for the primary and secondary users.",,8/5/2014,3/18/2018,['alaa'],['math']
43,3,812.2709,variations on a theme by schalkwijk and kailath,"['cs.it', 'math.it']","schalkwijk and kailath (1966) developed a class of block codes for gaussian channels with ideal feedback for which the probability of decoding error decreases as a second-order exponent in block length for rates below capacity. this well-known but surprising result is explained and simply derived here in terms of a result by elias (1956) concerning the minimum mean-square distortion achievable in transmitting a single gaussian random variable over multiple uses of the same gaussian channel. a simple modification of the schalkwijk-kailath scheme is then shown to have an error probability that decreases with an exponential order which is linearly increasing with block length. in the infinite bandwidth limit, this scheme produces zero error probability using bounded expected energy at all rates below capacity. a lower bound on error probability for the finite bandwidth case is then derived in which the error probability decreases with an exponential order which is linearly increasing in block length at the same rate as the upper bound.",10.1109/tit.2009.2034896,12/14/2008,11/20/2009,"['gallager', 'nakiboglu']",['cs']
44,65,1402.1607,generalized signal alignment for mimo two-way x relay channels,"['cs.it', 'math.it']","we study the degrees of freedom (dof) of mimo two-way x relay channels. previous work studied the case $n < 2m$, where $n$ and $m$ denote the number of antennas at the relay and each source, respectively, and showed that the maximum dof of $2n$ is achievable when $n \leq \lfloor\frac{8m}{5}\rfloor$ by applying signal alignment (sa) for network coding and interference cancelation. this work considers the case $n>2m$ where the performance is limited by the number of antennas at each source node and conventional sa is not feasible. we propose a \textit{generalized signal alignment} (gsa) based transmission scheme. the key is to let the signals to be exchanged between every source node align in a transformed subspace, rather than the direct subspace, at the relay so as to form network-coded signals. this is realized by jointly designing the precoding matrices at all source nodes and the processing matrix at the relay. moreover, the aligned subspaces are orthogonal to each other. by applying the gsa, we show that the dof upper bound $4m$ is achievable when $m \leq \lfloor\frac{2n}{5}\rfloor$ ($m$ is even) or $m \leq \lfloor\frac{2n-1}{5}\rfloor$ ($m$ is odd). numerical results also demonstrate that our proposed transmission scheme is feasible and effective.",10.1109/icc.2014.6884019,2/7/2014,,"['liu', 'tao', 'xiang', 'long']",['math']
45,82,1407.2988,proving differential privacy in hoare logic,"['cs.lo', 'cs.cr']","differential privacy is a rigorous, worst-case notion of privacy-preserving computation. informally, a probabilistic program is differentially private if the participation of a single individual in the input database has a limited effect on the program's distribution on outputs. more technically, differential privacy is a quantitative 2-safety property that bounds the distance between the output distributions of a probabilistic program on adjacent inputs. like many 2-safety properties, differential privacy lies outside the scope of traditional verification techniques. existing approaches to enforce privacy are based on intricate, non-conventional type systems, or customized relational logics. these approaches are difficult to implement and often cumbersome to use.   we present an alternative approach that verifies differential privacy by standard, non-relational reasoning on non-probabilistic programs. our approach transforms a probabilistic program into a non-probabilistic program which simulates two executions of the original program. we prove that if the target program is correct with respect to a hoare specification, then the original probabilistic program is differentially private. we provide a variety of examples from the differential privacy literature to demonstrate the utility of our approach. finally, we compare our approach with existing verification techniques for privacy.",10.1109/csf.2014.36,7/10/2014,,"['barthe', 'gaboardi', 'arias', 'hsu', 'kunz', 'strub']",['cs']
46,43,1309.0671,bayesopt: a library for bayesian optimization with robotics applications,"['cs.ro', 'cs.ai', 'cs.lg', 'cs.ms']","the purpose of this paper is twofold. on one side, we present a general framework for bayesian optimization and we compare it with some related fields in active learning and bayesian numerical analysis. on the other hand, bayesian optimization and related problems (bandits, sequential experimental design) are highly dependent on the surrogate model that is selected. however, there is no clear standard in the literature. thus, we present a fast and flexible toolbox that allows to test and combine different models and criteria with little effort. it includes most of the state-of-the-art contributions, algorithms and models. its speed also removes part of the stigma that bayesian optimization methods are only good for ""expensive functions"". the software is free and it can be used in many operating systems and computer languages.",,9/3/2013,,['martinez-cantin'],['math']
47,34,1212.6751,computably categorical fields via fermat's last theorem,"['math.lo', 'cs.lo']","we construct a computable, computably categorical field of infinite transcendence degree over the rational numbers, using the fermat polynomials and assorted results from algebraic geometry. we also show that this field has an intrinsically computable (infinite) transcendence basis.",,12/30/2012,,"['miller', 'schoutens']",['cs']
48,50,1311.4821,on the complexity of random satisfiability problems with planted   solutions,"['cs.cc', 'cs.dm', 'cs.ds', 'math.co', 'math.pr']","the problem of identifying a planted assignment given a random $k$-sat formula consistent with the assignment exhibits a large algorithmic gap: while the planted solution becomes unique and can be identified given a formula with $o(n\log n)$ clauses, there are distributions over clauses for which the best known efficient algorithms require $n^{k/2}$ clauses. we propose and study a unified model for planted $k$-sat, which captures well-known special cases. an instance is described by a planted assignment $\sigma$ and a distribution on clauses with $k$ literals. we define its distribution complexity as the largest $r$ for which the distribution is not $r$-wise independent ($1 \le r \le k$ for any distribution with a planted assignment).   our main result is an unconditional lower bound, tight up to logarithmic factors, for statistical (query) algorithms [kearns 1998, feldman et. al 2012], matching known upper bounds, which, as we show, can be implemented using a statistical algorithm. since known approaches for problems over distributions have statistical analogues (spectral, mcmc, gradient-based, convex optimization etc.), this lower bound provides a rigorous explanation of the observed algorithmic gap. the proof introduces a new general technique for the analysis of statistical query algorithms. it also points to a geometric paring phenomenon in the space of all planted assignments.   we describe consequences of our lower bounds to feige's refutation hypothesis [feige 2002] and to lower bounds on general convex programs that solve planted $k$-sat. our bounds also extend to other planted $k$-csp models, and, in particular, provide concrete evidence for the security of goldreich's one-way function and the associated pseudorandom generator when used with a sufficiently hard predicate [goldreich 2000].",,11/19/2013,3/6/2018,"['feldman', 'perkins', 'vempala']",['math']
49,46,1310.1861,physical-layer cryptography through massive mimo,"['cs.it', 'cs.cr', 'math.it']","we propose the new technique of physical-layer cryptography based on using a massive mimo channel as a key between the sender and desired receiver, which need not be secret. the goal is for low-complexity encoding and decoding by the desired transmitter-receiver pair, whereas decoding by an eavesdropper is hard in terms of prohibitive complexity. the decoding complexity is analyzed by mapping the massive mimo system to a lattice. we show that the eavesdropper's decoder for the mimo system with m-pam modulation is equivalent to solving standard lattice problems that are conjectured to be of exponential complexity for both classical and quantum computers. hence, under the widely-held conjecture that standard lattice problems are hard to solve in the worst-case, the proposed encryption scheme has a more robust notion of security than that of the most common encryption methods used today such as rsa and diffie-hellman. additionally, we show that this scheme could be used to securely communicate without a pre-shared secret and little computational overhead. thus, by exploiting the physical layer properties of the radio channel, the massive mimo system provides for low-complexity encryption commensurate with the most sophisticated forms of application-layer encryption that are currently known.",10.1109/tit.2017.2715187,10/7/2013,1/10/2017,"['dean', 'goldsmith']",['cs']
50,59,1401358,bits through bufferless queues,"['cs.it', 'math.it']","this paper investigates the capacity of a channel in which information is conveyed by the timing of consecutive packets passing through a queue with independent and identically distributed service times. such timing channels are commonly studied under the assumption of a work-conserving queue. in contrast, this paper studies the case of a bufferless queue that drops arriving packets while a packet is in service. under this bufferless model, the paper provides upper bounds on the capacity of timing channels and establishes achievable rates for the case of bufferless m/m/1 and m/g/1 queues. in particular, it is shown that a bufferless m/m/1 queue at worst suffers less than 10% reduction in capacity when compared to an m/m/1 work-conserving queue.",10.1109/allerton.2013.6736600,12/18/2013,,"['tavan', 'yates', 'bajwa']",['math']
51,77,1404.6898,quantum attacks on classical proof systems - the hardness of quantum   rewinding,"['quant-ph', 'cs.cr']","quantum zero-knowledge proofs and quantum proofs of knowledge are inherently difficult to analyze because their security analysis uses rewinding. certain cases of quantum rewinding are handled by the results by watrous (siam j comput, 2009) and unruh (eurocrypt 2012), yet in general the problem remains elusive. we show that this is not only due to a lack of proof techniques: relative to an oracle, we show that classically secure proofs and proofs of knowledge are insecure in the quantum setting.   more specifically, sigma-protocols, the fiat-shamir construction, and fischlin's proof system are quantum insecure under assumptions that are sufficient for classical security. additionally, we show that for similar reasons, computationally binding commitments provide almost no security guarantees in a quantum setting.   to show these results, we develop the ""pick-one trick"", a general technique that allows an adversary to find one value satisfying a given predicate, but not two.",,4/28/2014,10/19/2014,"['ambainis', 'rosmanis', 'unruh']",['cs']
52,53,1312.2226,on two algorithmic problems about synchronizing automata,"['cs.fl', 'cs.cc']","under the assumption $\mathcal{p} \neq \mathcal{np}$, we prove that two natural problems from the theory of synchronizing automata cannot be solved in polynomial time. the first problem is to decide whether a given reachable partial automaton is synchronizing. the second one is, given an $n$-state binary complete synchronizing automaton, to compute its reset threshold within performance ratio less than $d \ln{(n)}$ for a specific constant $d>0$.",,12/8/2013,3/22/2018,['berlinkov'],['math']
53,19,1111.4662,traffic distributions and independence: permutation invariant random   matrices and the three notions of independence,"['math.pr', 'cs.dm', 'math.co', 'math.oa']","voiculescu's notion of asymptotic free independence is known for a large class of random matrices including independent unitary invariant matrices. this notion is extended for independent random matrices invariant in law by conjugation by permutation matrices. this fact leads naturally to an extension of free probability, formalized under the notions of traffic probability. we first establish this construction for random matrices. we define the traffic distribution of random matrices, which is richer than the *-distribution of free probability. the knowledge of the individual traffic distributions of independent permutation invariant families of matrices is sufficient to compute the limiting distribution of the join family. under a factorization assumption, we call traffic independence the asymptotic rule that plays the role of independence with respect to traffic distributions. wigner matrices, haar unitary matrices and uniform permutation matrices converge in traffic distributions, a fact which yields new results on the limiting *-distributions of several matrices we can construct from them. then we define the abstract traffic spaces as non commutative probability spaces with more structure. we prove that at an algebraic level, traffic independence in some sense unifies the three canonical notions of tensor, free and boolean independence. a central limiting theorem is stated in this context, interpolating between the tensor, free and boolean central limit theorems.",,11/20/2011,3/8/2018,['male'],['cs']
54,70,1403108,new ideas for brain modelling,"['cs.ai', 'q-bio.nc']","this paper describes some biologically-inspired processes that could be used to build the sort of networks that we associate with the human brain. new to this paper, a 'refined' neuron will be proposed. this is a group of neurons that by joining together can produce a more analogue system, but with the same level of control and reliability that a binary neuron would have. with this new structure, it will be possible to think of an essentially binary system in terms of a more variable set of values. the paper also shows how recent research associated with the new model, can be combined with established theories, to produce a more complete picture. the propositions are largely in line with conventional thinking, but possibly with one or two more radical suggestions. an earlier cognitive model can be filled in with more specific details, based on the new research results, where the components appear to fit together almost seamlessly. the intention of the research has been to describe plausible 'mechanical' processes that can produce the appropriate brain structures and mechanisms, but that could be used without the magical 'intelligence' part that is still not fully understood. there are also some important updates from an earlier version of this paper.",,3/5/2014,10/17/2016,['greer'],['math']
55,76,1404.3626,optimal power flow as a polynomial optimization problem,"['math.oc', 'cs.sy']",formulating the alternating current optimal power flow (acopf) as a polynomial optimization problem makes it possible to solve large instances in practice and to guarantee asymptotic convergence in theory.,10.1109/tpwrs.2015.2390037,4/14/2014,11/20/2014,"['ghaddar', 'marecek', 'mevissen']",['cs']
56,25,1204.0839,a constrained random demodulator for sub-nyquist sampling,"['cs.it', 'math.it']","this paper presents a significant modification to the random demodulator (rd) of tropp et al. for sub-nyquist sampling of frequency-sparse signals. the modification, termed constrained random demodulator, involves replacing the random waveform, essential to the operation of the rd, with a constrained random waveform that has limits on its switching rate because fast switching waveforms may be hard to generate cleanly. the result is a relaxation on the hardware requirements with a slight, but manageable, decrease in the recovery guarantees. the paper also establishes the importance of properly choosing the statistics of the constrained random waveform. if the power spectrum of the random waveform matches the distribution on the tones of the input signal (i.e., the distribution is proportional to the power spectrum), then recovery of the input signal tones is improved. the theoretical guarantees provided in the paper are validated through extensive numerical simulations and phase transition plots.",10.1109/tsp.2012.2231077,4/3/2012,12/9/2012,"['harms', 'bajwa', 'calderbank']",['math']
57,96,1409.2612,a simple proof of the completeness of apal,['cs.lo'],we provide a simple proof of the completeness of arbitrary public announcement logic apal. the proof is an improvement over the proof found in the publication knowable as known after an announcement.,,9/9/2014,9/10/2014,"['balbiani', 'van ditmarsch']",['cs']
58,24,1204048,deducing security goals from shape analysis sentences,"['cs.cr', 'cs.lo']","guttman presented a model-theoretic approach to establishing security goals in the context of strand space theory. in his approach, a run of the cryptographic protocol shapes analyzer (cpsa) produces models that determine if a goal is satisfied. this paper presents a method for extracting a sentence that completely characterizes a run of cpsa. logical deduction can then be used to determine if a goal is satisfied. this method has been implemented and is available to all.",,4/2/2012,2/5/2018,['ramsdell'],['math']
59,63,1401.8219,on the properties of the priority deriving procedure in the pairwise   comparisons method,"['cs.dm', 'cs.gt']","the pairwise comparisons method is a convenient tool used when the relative order of preferences among different concepts (alternatives) needs to be determined. there are several popular implementations of this method, including the eigenvector method, the least squares method, the chi squares method and others. each of the above methods comes with one or more inconsistency indices that help to decide whether the consistency of input guarantees obtaining a reliable output, thus taking the optimal decision. this article explores the relationship between inconsistency of input and discrepancy of output. a global ranking discrepancy describes to what extent the obtained results correspond to the single expert's assessments. on the basis of the inconsistency and discrepancy indices, two properties of the weight deriving procedure are formulated. these properties are proven for eigenvector method and koczkodaj's inconsistency index. several estimates using koczkodaj's inconsistency index for a principal eigenvalue, saaty's inconsistency index and the condition of order preservation are also provided.",10.3233/fi-2015-1240,1/31/2014,6/20/2014,['kułakowski'],['cs']
60,7,910.2912,universally composable quantum multi-party computation,"['quant-ph', 'cs.cr']","the universal composability model (uc) by canetti (focs 2001) allows for secure composition of arbitrary protocols. we present a quantum version of the uc model which enjoys the same compositionality guarantees. we prove that in this model statistically secure oblivious transfer protocols can be constructed from commitments. furthermore, we show that every statistically classically uc secure protocol is also statistically quantum uc secure. such implications are not known for other quantum security definitions. as a corollary, we get that quantum uc secure protocols for general multi-party computation can be constructed from commitments.",10.1007/978-3-642-13190-5_25,10/15/2009,,['unruh'],['math']
61,9,1001.1435,"jbotsim, a tool for fast prototyping of distributed algorithms in   dynamic networks","['cs.ms', 'cs.dc', 'cs.ni']","jbotsim is a java library that offers basic primitives for prototyping, running, and visualizing distributed algorithms in dynamic networks. with jbotsim, one can implement an idea in minutes and interact with it ({\it e.g.}, add, move, or delete nodes) while it is running. jbotsim is well suited to prepare live demonstrations of your algorithms to colleagues or students; it can also be used to evaluate performance at the algorithmic level (number of messages, number of rounds, etc.). unlike most tools, jbotsim is not an integrated environment. it is a lightweight library to be used in your program. in this paper, we present an overview of its distinctive features and architecture.",,1/9/2010,3/3/2018,['casteigts'],['cs']
62,5,903.0199,a linear-time approximation algorithm for rotation distance,['cs.ds'],"rotation distance between rooted binary trees measures the number of simple operations it takes to transform one tree into another. there are no known polynomial-time algorithms for computing rotation distance. we give an efficient, linear-time approximation algorithm, which estimates the rotation distance, within a provable factor of 2, between ordered rooted binary trees. .",,3/1/2009,7/7/2009,"['cleary', 'john']",['math']
63,61,1401.6312,predicate logic as a modelling language: the idp system,['cs.lo'],"with the technology of the time, kowalski's seminal 1974 paper {\em predicate logic as a programming language} was a breakthrough for the use of logic in computer science. it introduced two fundamental ideas: on the declarative side, the use of the horn clause logic fragment of classical logic, which was soon extended with negation as failure, on the procedural side the procedural interpretation which made it possible to write algorithms in the formalism.   since then, strong progress was made both on the declarative understanding of the logic programming formalism and in automated reasoning technologies, particularly in sat solving, constraint programming and answer set programming. this has paved the way for the development of an extension of logic programming that embodies a more pure view of logic as a modelling language and its role for problem solving.   in this paper, we present the \idp language and system. the language is essentially classical logic extended with one of logic programmings most important contributions to knowledge representation: the representation of complex definitions as rule sets under well-founded semantics. the system is a knowledge base system: a system in which complex declarative information is stored in a knowledge base which can be used to solve different computational problems by applying multiple forms of inference. in this view, theories are declarative modellings, bags of information, descriptions of possible states of affairs. they are neither procedures nor descriptions of computational problems. as such, the \idp language and system preserve the fundamental idea of a declarative reading of logic programs, while they break with the fundamental idea of the procedural interpretation of logic programs.",,1/24/2014,3/13/2018,"['de cat', 'bogaerts', 'bruynooghe', 'janssens', 'denecker']",['cs']
64,41,1308.0776,dynamic approximate all-pairs shortest paths: breaking the o(mn) barrier   and derandomization,['cs.ds'],"we study dynamic $(1+\epsilon)$-approximation algorithms for the all-pairs shortest paths problem in unweighted undirected $n$-node $m$-edge graphs under edge deletions. the fastest algorithm for this problem is a randomized algorithm with a total update time of $\tilde o(mn/\epsilon)$ and constant query time by roditty and zwick [focs 2004]. the fastest deterministic algorithm is from a 1981 paper by even and shiloach [jacm 1981]; it has a total update time of $o(mn^2)$ and constant query time. we improve these results as follows: (1) we present an algorithm with a total update time of $\tilde o(n^{5/2}/\epsilon)$ and constant query time that has an additive error of $2$ in addition to the $1+\epsilon$ multiplicative error. this beats the previous $\tilde o(mn/\epsilon)$ time when $m=\omega(n^{3/2})$. note that the additive error is unavoidable since, even in the static case, an $o(n^{3-\delta})$-time (a so-called truly subcubic) combinatorial algorithm with $1+\epsilon$ multiplicative error cannot have an additive error less than $2-\epsilon$, unless we make a major breakthrough for boolean matrix multiplication [dor et al. focs 1996] and many other long-standing problems [vassilevska williams and williams focs 2010]. the algorithm can also be turned into a $(2+\epsilon)$-approximation algorithm (without an additive error) with the same time guarantees, improving the recent $(3+\epsilon)$-approximation algorithm with $\tilde o(n^{5/2+o(\sqrt{\log{(1/\epsilon)}/\log n})})$ running time of bernstein and roditty [soda 2011] in terms of both approximation and time guarantees. (2) we present a deterministic algorithm with a total update time of $\tilde o(mn/\epsilon)$ and a query time of $o(\log\log n)$. the algorithm has a multiplicative error of $1+\epsilon$ and gives the first improved deterministic algorithm since 1981. it also answers an open question raised by bernstein [stoc 2013].",10.1137/140957299,8/4/2013,6/16/2015,"['henzinger', 'krinninger', 'nanongkai']",['math']
65,23,1202491,distributed private heavy hitters,"['cs.ds', 'cs.cr', 'cs.db']","in this paper, we give efficient algorithms and lower bounds for solving the heavy hitters problem while preserving differential privacy in the fully distributed local model. in this model, there are n parties, each of which possesses a single element from a universe of size n. the heavy hitters problem is to find the identity of the most common element shared amongst the n parties. in the local model, there is no trusted database administrator, and so the algorithm must interact with each of the $n$ parties separately, using a differentially private protocol. we give tight information-theoretic upper and lower bounds on the accuracy to which this problem can be solved in the local model (giving a separation between the local model and the more common centralized model of privacy), as well as computationally efficient algorithms even in the case where the data universe n may be exponentially large.",10.1007/978-3-642-31594-7_39,2/22/2012,11/6/2014,"['hsu', 'khanna', 'roth']",['cs']
66,6,903.4386,error-and-erasure decoding for block codes with feedback,"['cs.it', 'math.it']","inner and outer bounds are derived on the optimal performance of fixed length block codes on discrete memoryless channels with feedback and errors-and-erasures decoding. first an inner bound is derived using a two phase encoding scheme with communication and control phases together with the optimal decoding rule for the given encoding scheme, among decoding rules that can be represented in terms of pairwise comparisons between the messages. then an outer bound is derived using a generalization of the straight-line bound to errors-and-erasures decoders and the optimal error exponent trade off of a feedback encoder with two messages. in addition upper and lower bounds are derived, for the optimal erasure exponent of error free block codes in terms of the rate. finally we present a proof of the fact that the optimal trade off between error exponents of a two message code does not increase with feedback on dmcs.",10.1109/tit.2011.2169529,3/25/2009,9/1/2011,"['nakiboglu', 'zheng']",['cs']
67,47,1310.6324,on jacobian group arithmetic for typical divisors on curves,"['math.nt', 'cs.sc', 'math.ag']","in a previous joint article with f. abu salem, we gave efficient algorithms for jacobian group arithmetic of ""typical"" divisor classes on c_{3,4} curves, improving on similar results by other authors. at that time, we could only state that a generic divisor was typical, and hence unlikely to be encountered if one implemented these algorithms over a very large finite field. this article pins down an explicit characterization of these typical divisors, for an arbitrary smooth projective curve of genus g >= 1 having at least one rational point. we give general algorithms for jacobian group arithmetic with these typical divisors, and prove not only that the algorithms are correct if various divisors are typical, but also that the success of our algorithms provides a guarantee that the resulting output is correct and that the resulting input and/or output divisors are also typical. these results apply in particular to our earlier algorithms for c_{3,4} curves. as a byproduct, we obtain a further speedup of approximately 15% on our previous algorithms for c_{3,4} curves.",10.1007/s40993-018-0101-6,10/23/2013,11/14/2017,['khuri-makdisi'],['math']
68,12,1008.0851,identification of parametric underspread linear systems and   super-resolution radar,"['cs.it', 'math.it']","identification of time-varying linear systems, which introduce both time-shifts (delays) and frequency-shifts (doppler-shifts), is a central task in many engineering applications. this paper studies the problem of identification of underspread linear systems (ulss), whose responses lie within a unit-area region in the delay doppler space, by probing them with a known input signal. it is shown that sufficiently-underspread parametric linear systems, described by a finite set of delays and doppler-shifts, are identifiable from a single observation as long as the time bandwidth product of the input signal is proportional to the square of the total number of delay doppler pairs in the system. in addition, an algorithm is developed that enables identification of parametric ulss from an input train of pulses in polynomial time by exploiting recent results on sub-nyquist sampling for time delay estimation and classical results on recovery of frequencies from a sum of complex exponentials. finally, application of these results to super-resolution target detection using radar is discussed. specifically, it is shown that the proposed procedure allows to distinguish between multiple targets with very close proximity in the delay doppler space, resulting in a resolution that substantially exceeds that of standard matched-filtering based techniques without introducing leakage effects inherent in recently proposed compressed sensing-based radar methods.",10.1109/tsp.2011.2114657,8/4/2010,12/7/2010,"['bajwa', 'gedalyahu', 'eldar']",['cs']
69,92,1408.2467,matrix completion under interval uncertainty,"['math.oc', 'cs.ai', 'cs.ir']","matrix completion under interval uncertainty can be cast as matrix completion with element-wise box constraints. we present an efficient alternating-direction parallel coordinate-descent method for the problem. we show that the method outperforms any other known method on a benchmark in image in-painting in terms of signal-to-noise ratio, and that it provides high-quality solutions for an instance of collaborative filtering with 100,198,805 recommendations within 5 minutes.",10.1016/j.ejor.2016.07.014,8/11/2014,4/1/2016,"['marecek', 'richtarik', 'takac']",['math']
70,14,1101.1934,bit-wise unequal error protection for variable length block codes with   feedback,"['cs.it', 'math.it']","the bit-wise unequal error protection problem, for the case when the number of groups of bits $\ell$ is fixed, is considered for variable length block codes with feedback. an encoding scheme based on fixed length block codes with erasures is used to establish inner bounds to the achievable performance for finite expected decoding time. a new technique for bounding the performance of variable length block codes is used to establish outer bounds to the performance for a given expected decoding time. the inner and the outer bounds match one another asymptotically and characterize the achievable region of rate-exponent vectors, completely. the single message message-wise unequal error protection problem for variable length block codes with feedback is also solved as a necessary step on the way.",10.1109/tit.2012.2227671,1/10/2011,12/17/2012,"['nakiboglu', 'gorantla', 'zheng', 'coleman']",['cs']
71,0,704.3504,smooth r\'enyi entropy of ergodic quantum information sources,"['quant-ph', 'cs.it', 'math.it']","we prove that the average smooth renyi entropy rate will approach the entropy rate of a stationary, ergodic information source, which is equal to the shannon entropy rate for a classical information source and the von neumann entropy rate for a quantum information source.",,4/26/2007,,"['schoenmakers', 'tjoelker', 'tuyls', 'verbitskiy']",['math']
72,84,1407.4729,sparse partially linear additive models,"['stat.me', 'cs.lg', 'stat.ml']","the generalized partially linear additive model (gplam) is a flexible and interpretable approach to building predictive models. it combines features in an additive manner, allowing each to have either a linear or nonlinear effect on the response. however, the choice of which features to treat as linear or nonlinear is typically assumed known. thus, to make a gplam a viable approach in situations in which little is known $a~priori$ about the features, one must overcome two primary model selection challenges: deciding which features to include in the model and determining which of these features to treat nonlinearly. we introduce the sparse partially linear additive model (splam), which combines model fitting and $both$ of these model selection challenges into a single convex optimization problem. splam provides a bridge between the lasso and sparse additive models. through a statistical oracle inequality and thorough simulation, we demonstrate that splam can outperform other methods across a broad spectrum of statistical regimes, including the high-dimensional ($p\gg n$) setting. we develop efficient algorithms that are applied to real data sets with half a million samples and over 45,000 features with excellent predictive performance.",,7/17/2014,3/27/2018,"['lou', 'bien', 'caruana', 'gehrke']",['cs']
73,1,803257,unequal error protection: an information theoretic perspective,"['cs.it', 'cs.dm', 'math.co', 'math.it']","an information theoretic framework for unequal error protection is developed in terms of the exponential error bounds. the fundamental difference between the bit-wise and message-wise unequal error protection (uep) is demonstrated, for fixed length block codes on dmcs without feedback. effect of feedback is investigated via variable length block codes. it is shown that, feedback results in a significant improvement in both bit-wise and message-wise uep (except the single message case for missed detection). the distinction between false-alarm and missed-detection formalizations for message-wise uep is also considered. all results presented are at rates close to capacity.",10.1109/tit.2009.2032819,3/18/2008,10/25/2009,"['borade', 'nakiboglu', 'zheng']",['math']
